label,total_return,cagr,sharpe,sortino,max_drawdown,calmar,final_value,months,universe,n_etfs,rotations,total_costs,start_date,end_date
U5,6.915650384197658,0.17255319300298444,1.1309393903118012,1.127076868775145,-0.24169335011205598,0.713934383891753,70813.40833703225,157,U5,5,11,3560.0376078244185,2013-02-28,2026-02-27
U7,3.876856615126007,0.1296600852539369,0.8475084246791896,0.922486054554629,-0.35384567634785025,0.36643117019882343,43628.35927891726,157,U7,7,21,4683.6661004728285,2013-02-28,2026-02-27
U9,3.3689356103297072,0.12014085141222619,0.7880411892022234,0.8749100738894338,-0.3282425782723364,0.3660123925560556,39084.49797000956,157,U9,9,20,3905.174259209617,2013-02-28,2026-02-27
U5_common,6.915650384197658,0.17255319300298444,1.130939390311801,1.1270768687751447,-0.24169335011205592,0.7139343838917532,71240.85345777893,157,U5_common,5,11,3560.0376078244185,2013-02-28,2026-02-27
U7_common,3.876856615126007,0.1296600852539369,0.8475084246791892,0.9224860545546283,-0.3538456763478502,0.3664311701988235,43891.70953613406,157,U7_common,7,21,4683.6661004728285,2013-02-28,2026-02-27
U9_common,3.3689356103297072,0.12014085141222619,0.7880411892022237,0.8749100738894343,-0.32824257827233627,0.3660123925560557,39320.420492967365,157,U9_common,9,20,3905.174259209617,2013-02-28,2026-02-27
