date,action,ticker,shares,price,cost,tax,gain
2013-02-28,BUY,IWDA.L,273.9434500808068,32.755001068115234,8.982,,
2013-11-29,SELL,IWDA.L,273.9434500808068,38.66999816894531,10.593392713019362,307.8711954736789,1620.3747130193624
2013-11-29,BUY,CNDX.L,54.52381544787047,188.25999450683597,10.274928124832664,,
2016-03-31,SELL,CNDX.L,54.52381544787047,246.3600006103516,13.432487207016067,601.8884619585644,3167.8340103082337
2016-03-31,BUY,CBU0.L,90.56370611503294,141.38499450683594,12.817166257850486,,
2016-04-29,SELL,CBU0.L,90.56370611503294,141.30999755859375,12.797557090012507,0.0,-6.792001580130091
2016-04-29,BUY,CNDX.L,54.024679901633974,236.41000366210935,12.784759532922495,,
2016-05-31,SELL,CNDX.L,54.024679901633974,247.9600067138672,13.395959991123686,118.5571913694814,623.9852177341127
2016-05-31,BUY,CBU0.L,93.86373170498649,141.1699981689453,13.26400683976308,,
2016-06-30,SELL,CBU0.L,93.86373170498649,145.6649932861328,13.67265984861823,80.16423298203314,421.91701569491124
2016-06-30,BUY,CNDX.L,56.28031449003586,241.02999877929688,13.578822955787578,,
2016-09-30,SELL,CNDX.L,56.28031449003586,268.29998779296875,15.100007690661066,291.6050759875624,1534.7635578292757
2016-09-30,BUY,EIMI.L,633.7268223745257,23.31999969482422,14.793302606982843,,
2016-10-31,SELL,EIMI.L,633.7268223745257,23.13999938964844,14.664438282950371,0.0,-114.07102142549047
2016-10-31,BUY,CNDX.L,55.21229737969521,265.07000732421875,14.64977384466742,,
2016-11-30,SELL,CNDX.L,55.21229737969521,266.7900085449219,14.730089289713653,18.043391589271067,94.96521889090036
2016-11-30,BUY,EIMI.L,668.3030929409719,21.96999931335449,14.697315808834668,,
2017-04-28,SELL,EIMI.L,668.3030929409719,25.18000030517578,16.82787208420359,407.598182323774,2145.2535911777577
2017-04-28,BUY,CNDX.L,53.18050822598322,308.1400146484375,16.403446029795614,,
2017-12-29,SELL,CNDX.L,53.18050822598322,358.2099914550781,19.049789397206162,505.9218945536651,2662.7468134403425
2017-12-29,BUY,EIMI.L,611.7782775385796,30.25,18.52481771325529,,
2018-03-30,SELL,EIMI.L,611.7782775385796,30.770000457763672,18.824417879911966,60.44374703028734,318.1249843699334
2018-03-30,BUY,CNDX.L,51.57794416371117,363.0700073242188,18.74514971500177,,
2018-04-30,SELL,CNDX.L,51.57794416371117,370.6799926757813,19.118911964836315,74.57640591441475,392.50739954955134
2018-04-30,BUY,EIMI.L,625.4094048051896,30.38999938964844,19.025216646957066,,
2018-06-29,SELL,EIMI.L,625.4094048051896,28.049999237060547,17.54273332763606,0.0,-1463.4581026740489
2018-06-29,BUY,CNDX.L,44.43457011188236,394.010009765625,17.525190594308423,,
2019-01-31,SELL,CNDX.L,44.43457011188236,385.0750122070313,17.11064262824729,0.0,-397.0227754668267
2019-01-31,BUY,CBU0.L,120.30744088991185,141.94000244140625,17.093531985619045,,
2019-03-29,SELL,CBU0.L,120.30744088991185,145.14999389648438,17.462624310872357,73.37531287539707,386.18585723893193
2019-03-29,BUY,CNDX.L,42.20123561918095,411.2300109863281,17.37178637368609,,
2021-06-30,SELL,CNDX.L,42.20123561918095,821.3400268554688,34.66156399679205,3288.358387801132,17307.14940947964
2021-06-30,BUY,EIMI.L,811.277672380357,38.59000015258789,31.33854404499412,,
2021-07-30,SELL,EIMI.L,811.277672380357,36.52000045776367,29.627860966704084,0.0,-1679.3445342450395
2021-07-30,BUY,CNDX.L,35.060514354739844,843.3599853515625,29.598233105737382,,
2021-09-30,SELL,CNDX.L,35.060514354739844,838.1400146484375,29.385620014863406,0.0,-183.01485776823756
2021-09-30,BUY,IWDA.L,351.7677485221869,83.37000274658203,29.356234394848542,,
2021-10-29,SELL,IWDA.L,351.7677485221869,87.5199966430664,30.786712169800825,277.36846177595413,1459.834009347127
2021-10-29,BUY,CNDX.L,34.23363430539754,889.4199829101562,30.47855699585507,,
2022-02-28,SELL,CNDX.L,34.23363430539754,807.3499755859375,27.638523820680614,0.0,-2809.5546181786012
2022-02-28,BUY,IWDA.L,333.6551956272406,82.66999816894531,27.61088529685993,,
2022-03-31,SELL,IWDA.L,333.6551956272406,85.58000183105469,28.55421225272016,184.47818981984722,970.9378411570906
2022-03-31,BUY,CNDX.L,33.32333480375472,849.6400146484375,28.341179850647592,,
2022-05-31,SELL,CNDX.L,33.32333480375472,712.1599731445312,23.731545218928183,0.0,-4581.293451868765
2022-05-31,BUY,IB01.L,232.06061558484987,102.05999755859376,23.707813673709254,,
2023-05-31,SELL,IB01.L,232.06061558484987,104.9000015258789,24.343158928947148,125.2200830932051,659.0530689116058
2023-05-31,BUY,IWDA.L,304.9766825392817,79.25,24.193595686924997,,
2023-06-30,SELL,IWDA.L,304.9766825392817,84.26000213623047,25.697335922260358,290.3074278942341,1527.9338310222847
2023-06-30,BUY,CNDX.L,29.40041846523365,862.4349975585938,25.381331158443864,,
2025-04-30,SELL,CNDX.L,29.40041846523365,1106.4000244140625,32.52862370771817,1362.808037282222,7172.673880432747
2025-04-30,BUY,EIMI.L,886.8592537875523,35.06999969482422,31.133287046728224,,
2025-05-30,SELL,EIMI.L,886.8592537875523,36.77000045776367,32.60981516774025,286.4556675311631,1507.6614080587533
2025-05-30,BUY,IWDA.L,286.4109004883898,112.62999725341795,32.29074968504135,,
2025-06-30,SELL,IWDA.L,286.4109004883898,117.66000366210938,33.69910760033199,273.72324634538,1440.6486649756844
2025-06-30,BUY,CNDX.L,25.739424044089425,1296.0,33.39168524638628,,
2025-07-31,SELL,CNDX.L,25.739424044089425,1342.199951171875,34.54745369516901,225.9404254655321,1189.1601340291163
2025-07-31,BUY,IWDA.L,285.24882018559396,120.08000183105467,34.28696581600831,,
2025-08-29,SELL,IWDA.L,285.24882018559396,122.36000061035156,34.90304581201134,123.56972274561616,650.3669618190324
2025-08-29,BUY,CNDX.L,25.868107920196042,1341.800048828125,34.74457304345371,,
2025-12-31,SELL,CNDX.L,25.868107920196042,1467.5999755859375,37.96403455213411,618.299155527532,3254.2060817238525
2025-12-31,BUY,EIMI.L,826.0297977169195,45.119998931884766,37.307771362054446,,
