label,total_return,xirr,sharpe,sortino,max_drawdown,calmar,final_value,months,deadband,rotations,total_costs,total_taxes,broker
db=0.000,444.49446637360495,0.13873987254468143,1.429795656114038,3.115372545110044,-0.24023816000451126,0.5775097201130583,454817.3455547006,157,0.0,30,42320.929919924274,0.0,bossa_ike_standard
db=0.002,444.49446637360495,0.13873987254468143,1.429795656114038,3.115372545110044,-0.24023816000451126,0.5775097201130583,454817.3455547006,157,0.002,30,42320.929919924274,0.0,bossa_ike_standard
db=0.004,474.9306111687867,0.148229354008279,1.4473896072289274,3.323131883459366,-0.20136297070268908,0.7361301508962069,485890.4286781485,157,0.004,26,39417.39513059804,0.0,bossa_ike_standard
db=0.006,474.9306111687867,0.148229354008279,1.4473896072289274,3.323131883459366,-0.20136297070268908,0.7361301508962069,485890.4286781485,157,0.006,26,39417.39513059804,0.0,bossa_ike_standard
db=0.008,474.9306111687867,0.148229354008279,1.4473896072289274,3.323131883459366,-0.20136297070268908,0.7361301508962069,485890.4286781485,157,0.008,26,39417.39513059804,0.0,bossa_ike_standard
db=0.010,474.9306111687867,0.148229354008279,1.4473896072289274,3.323131883459366,-0.20136297070268908,0.7361301508962069,485890.4286781485,157,0.01,26,39417.39513059804,0.0,bossa_ike_standard
db=0.012,473.28362532232245,0.14773299611299395,1.4464293646295143,3.3215619617245635,-0.20136297070268908,0.7336651599718432,484208.9762979368,157,0.012,24,33442.53929852934,0.0,bossa_ike_standard
db=0.014,467.4720739371968,0.14596643899980177,1.444047780219632,3.323829271934282,-0.20106110305989217,0.725980494378971,478275.8063619472,157,0.014,22,31589.21129064083,0.0,bossa_ike_standard
db=0.016,467.4720739371968,0.14596643899980177,1.444047780219632,3.323829271934282,-0.20106110305989217,0.725980494378971,478275.8063619472,157,0.016,22,31589.21129064083,0.0,bossa_ike_standard
db=0.018,460.65097648031275,0.14386229346409168,1.4380946440211484,3.160590033917712,-0.2152999195671099,0.6681948314395408,471311.96354620234,157,0.018000000000000002,20,27936.344427735818,0.0,bossa_ike_standard
db=0.020,460.65097648031275,0.14386229346409168,1.4380946440211484,3.160590033917712,-0.2152999195671099,0.6681948314395408,471311.96354620234,157,0.02,20,27936.344427735818,0.0,bossa_ike_standard
db=0.022,489.0269629058161,0.1524027668063912,1.4502474962334333,3.2125204771786415,-0.2142055435619251,0.7114790974694489,500281.77528954373,157,0.022,17,20014.5185890878,0.0,bossa_ike_standard
db=0.024,489.0269629058161,0.1524027668063912,1.4502474962334333,3.2125204771786415,-0.2142055435619251,0.7114790974694489,500281.77528954373,157,0.024,17,20014.5185890878,0.0,bossa_ike_standard
db=0.026,489.0269629058161,0.1524027668063912,1.4502474962334333,3.2125204771786415,-0.2142055435619251,0.7114790974694489,500281.77528954373,157,0.026000000000000002,17,20014.5185890878,0.0,bossa_ike_standard
db=0.028,489.0269629058161,0.1524027668063912,1.4502474962334333,3.2125204771786415,-0.2142055435619251,0.7114790974694489,500281.77528954373,157,0.028,17,20014.5185890878,0.0,bossa_ike_standard
db=0.030,489.0269629058161,0.1524027668063912,1.4502474962334333,3.2125204771786415,-0.2142055435619251,0.7114790974694489,500281.77528954373,157,0.03,17,20014.5185890878,0.0,bossa_ike_standard
db=0.032,489.0269629058161,0.1524027668063912,1.4502474962334333,3.2125204771786415,-0.2142055435619251,0.7114790974694489,500281.77528954373,157,0.032,17,20014.5185890878,0.0,bossa_ike_standard
db=0.034,488.87229972938405,0.1523576870543245,1.4501924090561886,3.209957159558953,-0.2143155591144768,0.7109035278812517,500123.8754710959,157,0.034,17,20011.803552723086,0.0,bossa_ike_standard
db=0.036,488.87229972938405,0.1523576870543245,1.4501924090561886,3.209957159558953,-0.2143155591144768,0.7109035278812517,500123.8754710959,157,0.036000000000000004,17,20011.803552723086,0.0,bossa_ike_standard
db=0.038,488.87229972938405,0.1523576870543245,1.4501924090561886,3.209957159558953,-0.2143155591144768,0.7109035278812517,500123.8754710959,157,0.038,17,20011.803552723086,0.0,bossa_ike_standard
db=0.040,488.87229972938405,0.1523576870543245,1.4501924090561886,3.209957159558953,-0.2143155591144768,0.7109035278812517,500123.8754710959,157,0.04,17,20011.803552723086,0.0,bossa_ike_standard
db=0.042,488.87229972938405,0.1523576870543245,1.4501924090561886,3.209957159558953,-0.2143155591144768,0.7109035278812517,500123.8754710959,157,0.042,17,20011.803552723086,0.0,bossa_ike_standard
db=0.044,488.87229972938405,0.1523576870543245,1.4501924090561886,3.209957159558953,-0.2143155591144768,0.7109035278812517,500123.8754710959,157,0.044,17,20011.803552723086,0.0,bossa_ike_standard
db=0.046,487.4845145872686,0.15195249674025088,1.449308481651507,3.211435818379697,-0.21413947372098996,0.7095959194250905,498707.0480979634,157,0.046,17,19948.416293821247,0.0,bossa_ike_standard
db=0.048,487.4845145872686,0.15195249674025088,1.449308481651507,3.211435818379697,-0.21413947372098996,0.7095959194250905,498707.0480979634,157,0.048,17,19948.416293821247,0.0,bossa_ike_standard
db=0.050,490.8490125367813,0.15293268213643338,1.4510565853696162,3.207991444900002,-0.21474999139976644,0.7121429022632301,502141.9550205519,157,0.05,15,19058.44313473672,0.0,bossa_ike_standard
db=0.052,547.6250359829619,0.16846030522044095,1.477999419740712,3.1681339602608123,-0.21784290344246027,0.7733109619746555,560106.1324101036,157,0.052000000000000005,13,19473.30610658954,0.0,bossa_ike_standard
db=0.054,547.6250359829619,0.16846030522044095,1.477999419740712,3.1681339602608123,-0.21784290344246027,0.7733109619746555,560106.1324101036,157,0.054,13,19473.30610658954,0.0,bossa_ike_standard
