label,total_return,xirr,sharpe,sortino,max_drawdown,calmar,final_value,months,deadband,rotations,total_costs,total_taxes,broker
db=0.054,469.48256745172614,0.148387568472633,1.437804840400655,3.0592140803150794,-0.2143384322301687,0.6923050006882856,486427.72696094256,157,0.054,13,4618.221484478699,71851.97295752348,taxed_account
db=0.056,469.48256745172614,0.148387568472633,1.437804840400655,3.0592140803150794,-0.2143384322301687,0.6923050006882856,486427.72696094256,157,0.056,13,4618.221484478699,71851.97295752348,taxed_account
db=0.058,469.48256745172614,0.148387568472633,1.437804840400655,3.0592140803150794,-0.2143384322301687,0.6923050006882856,486427.72696094256,157,0.058,13,4618.221484478699,71851.97295752348,taxed_account
db=0.060,469.48256745172614,0.148387568472633,1.437804840400655,3.0592140803150794,-0.2143384322301687,0.6923050006882856,486427.72696094256,157,0.06,13,4618.221484478699,71851.97295752348,taxed_account
db=0.062,436.25586052478985,0.13786852854476614,1.421767785552433,3.0119134259002474,-0.2143384322301687,0.643228221417217,452074.9312507691,157,0.062,13,4624.409651760888,72173.73475206428,taxed_account
db=0.064,436.25586052478985,0.13786852854476614,1.421767785552433,3.0119134259002474,-0.2143384322301687,0.643228221417217,452074.9312507691,157,0.064,13,4624.409651760888,72173.73475206428,taxed_account
db=0.066,436.25586052478985,0.13786852854476614,1.421767785552433,3.0119134259002474,-0.2143384322301687,0.643228221417217,452074.9312507691,157,0.066,13,4624.409651760888,72173.73475206428,taxed_account
db=0.068,482.8828638915909,0.15240288057113072,1.4427549448357266,2.8247011884333286,-0.271115257250207,0.5621331758193198,500282.1738390727,157,0.068,11,3903.791226441912,69289.04002458917,taxed_account
db=0.070,482.8828638915909,0.15240288057113072,1.4427549448357266,2.8247011884333286,-0.271115257250207,0.5621331758193198,500282.1738390727,157,0.07,11,3903.791226441912,69289.04002458917,taxed_account
db=0.072,482.8828638915909,0.15240288057113072,1.4427549448357266,2.8247011884333286,-0.271115257250207,0.5621331758193198,500282.1738390727,157,0.07200000000000001,11,3903.791226441912,69289.04002458917,taxed_account
db=0.074,482.8828638915909,0.15240288057113072,1.4427549448357266,2.8247011884333286,-0.271115257250207,0.5621331758193198,500282.1738390727,157,0.074,11,3903.791226441912,69289.04002458917,taxed_account
db=0.076,482.8828638915909,0.15240288057113072,1.4427549448357266,2.8247011884333286,-0.271115257250207,0.5621331758193198,500282.1738390727,157,0.076,11,3903.791226441912,69289.04002458917,taxed_account
db=0.078,482.8828638915909,0.15240288057113072,1.4427549448357266,2.8247011884333286,-0.271115257250207,0.5621331758193198,500282.1738390727,157,0.078,11,3903.791226441912,69289.04002458917,taxed_account
db=0.080,482.8828638915909,0.15240288057113072,1.4427549448357266,2.8247011884333286,-0.271115257250207,0.5621331758193198,500282.1738390727,157,0.08,11,3903.791226441912,69289.04002458917,taxed_account
